PPG (Pulse)	Respiration (SS5LB)
-0.339844	5.5838
-0.323792	5.58197
-0.309631	5.58136
-0.298889	5.58258
-0.293152	5.58624
-0.291077	5.59113
-0.291199	5.5957
-0.291931	5.59906
-0.293335	5.60089
-0.295837	5.60242
-0.300598	5.60394
-0.307983	5.60577
-0.318176	5.6073
-0.329163	5.60944
-0.34021	5.61401
-0.351318	5.62378
-0.363586	5.63934
-0.376465	5.65918
-0.389404	5.67963
-0.402405	5.69763
-0.41626	5.71228
-0.431091	5.72571
-0.44635	5.73944
-0.460815	5.75317
-0.474548	5.76477
-0.487061	5.7724
-0.498962	5.77667
-0.510376	5.78033
-0.52301	5.78583
-0.536316	5.79468
-0.549561	5.80475
-0.561218	5.81482
-0.570801	5.82275
-0.578674	5.82886
-0.585266	5.83252
-0.591187	5.83466
-0.596802	5.83527
-0.601746	5.83496
-0.605957	5.83435
-0.608765	5.83344
-0.611023	5.83313
-0.613464	5.83282
-0.616882	5.83252
-0.620239	5.83191
-0.622864	5.83038
-0.623596	5.82855
-0.622009	5.82611
-0.61792	5.82336
-0.611755	5.82062
-0.60437	5.81757
-0.597961	5.81451
-0.593994	5.81116
-0.592834	5.80841
-0.592468	5.80597
-0.590515	5.80353
-0.585022	5.80139
-0.575195	5.79926
-0.559082	5.79834
-0.532837	5.79956
-0.48938	5.802
-0.422058	5.80505
-0.326843	5.8075
-0.204834	5.80902
-0.0609741	5.81055
0.0984497	5.81207
0.267761	5.8139
0.44104	5.81451
0.611755	5.8136
0.772644	5.81116
0.918518	5.80811
1.04718	5.80414
1.15985	5.80017
1.25726	5.7959
1.34033	5.79224
1.40918	5.78888
1.46533	5.78644
1.50916	5.78644
1.54053	5.78857
1.55963	5.79193
1.56757	5.79468
1.56537	5.79498
1.5531	5.79315
1.53094	5.79071
1.50037	5.78857
1.46301	5.78705
1.41986	5.78552
1.36987	5.784
1.31299	5.78247
1.24969	5.78156
1.18243	5.78033
1.11206	5.7785
1.03894	5.77545
0.961914	5.77148
0.881348	5.76752
0.79834	5.76508
0.713867	5.76508
0.628662	5.76599
0.542786	5.7666
0.45575	5.76599
0.367493	5.76416
0.278748	5.76202
0.191956	5.75867
0.108826	5.7547
0.0303345	5.75012
-0.0441895	5.74524
-0.11499	5.73944
-0.182556	5.73334
-0.24646	5.72693
-0.306885	5.72113
-0.362854	5.71503
-0.41333	5.70862
-0.457336	5.7019
-0.4953	5.69458
-0.527954	5.68695
-0.55603	5.67902
-0.579651	5.67139
-0.598572	5.66376
-0.612061	5.65613
-0.619995	5.6485
-0.622131	5.64056
-0.61969	5.63232
-0.61322	5.62439
-0.603271	5.61676
-0.590515	5.60944
-0.575439	5.60211
-0.557739	5.59479
-0.537354	5.58777
-0.514465	5.58075
-0.49054	5.57404
-0.466492	5.56824
-0.442017	5.56305
-0.416504	5.55786
-0.390503	5.55237
-0.365784	5.54688
-0.344421	5.54138
-0.326294	5.53589
-0.311157	5.53131
-0.298401	5.52704
-0.288391	5.52277
-0.280457	5.51849
-0.273499	5.51422
-0.267395	5.50964
-0.263977	5.50476
-0.264771	5.49927
-0.26947	5.49347
-0.275879	5.48828
-0.283203	5.48309
-0.291504	5.47852
-0.301819	5.47363
-0.313232	5.46875
-0.324707	5.46326
-0.33551	5.45715
-0.347046	5.45105
-0.360474	5.44556
-0.375732	5.44067
-0.39093	5.43701
-0.404785	5.43427
-0.417419	5.43182
-0.429871	5.42969
-0.44165	5.42847
-0.45343	5.42877
-0.464539	5.43121
-0.475525	5.43457
-0.486206	5.4364
-0.496826	5.4364
-0.507263	5.43457
-0.517334	5.43182
-0.526184	5.42877
-0.534363	5.42511
-0.541321	5.42053
-0.547058	5.41595
-0.552185	5.41107
-0.55719	5.40588
-0.561707	5.4007
-0.565063	5.39581
-0.566345	5.39093
-0.567017	5.38666
-0.567688	5.38269
-0.569214	5.37872
-0.571045	5.37445
-0.572754	5.36926
-0.573547	5.36346
-0.572632	5.35706
-0.569336	5.35034
-0.564148	5.34302
-0.557434	5.33539
-0.549927	5.32745
-0.541382	5.31891
-0.529724	5.31036
-0.510437	5.30151
-0.47583	5.29236
-0.417786	5.2832
-0.332458	5.27344
-0.220459	5.26367
-0.0857544	5.25391
0.0681152	5.24384
0.235535	5.23376
0.408264	5.22369
0.576538	5.21362
0.733948	5.20386
0.87793	5.19409
1.00854	5.18402
1.12518	5.17395
1.22699	5.16418
1.3136	5.15472
1.38611	5.14587
1.44519	5.13702
1.49237	5.12756
1.52759	5.1181
1.55157	5.10803
1.56512	5.09796
1.56897	5.08728
1.56329	5.07629
1.54816	5.0647
1.52338	5.0528
1.48938	5.03998
1.4469	5.02686
1.39764	5.01404
1.3432	5.00092
1.28448	4.98779
1.22076	4.97406
1.15198	4.96002
1.07813	4.94598
1.00031	4.93225
0.919189	4.91943
0.83606	4.90692
0.751587	4.89441
0.666382	4.8822
0.579102	4.87
0.48938	4.85809
0.398376	4.8468
0.30835	4.83582
0.221924	4.82483
0.143921	4.81262
0.0762939	4.7998
0.0184937	4.78577
-0.0343628	4.77051
-0.0859985	4.75433
-0.136902	4.73724
-0.18573	4.72046
-0.232544	4.7049
-0.276672	4.69116
-0.317688	4.67896
-0.354614	4.66736
-0.387146	4.65668
-0.414856	4.646
-0.438049	4.63562
-0.457092	4.62555
-0.472595	4.61578
-0.484253	4.60571
-0.491516	4.59564
-0.494202	4.58588
-0.493591	4.57672
-0.490479	4.56818
-0.484985	4.55933
-0.474792	4.55017
-0.459412	4.54071
-0.440063	4.53064
-0.419617	4.52118
-0.399475	4.51172
-0.378967	4.50256
-0.357666	4.49371
-0.335754	4.48517
-0.313904	4.47693
-0.293213	4.46899
-0.273315	4.46136
-0.255066	4.45374
-0.238953	4.4458
-0.226257	4.43756
-0.217163	4.42902
-0.214233	4.42047
-0.21875	4.41193
-0.230469	4.40308
-0.245544	4.39453
-0.260071	4.38568
-0.273071	4.37653
-0.286743	4.36768
-0.301453	4.35913
-0.316223	4.35059
-0.328979	4.34204
-0.340149	4.3335
-0.351624	4.32404
-0.364746	4.31396
-0.379211	4.30328
-0.394226	4.29291
-0.408569	4.28375
-0.422791	4.27612
-0.437134	4.27063
-0.452454	4.26575
-0.468262	4.26086
-0.482788	4.25507
-0.49469	4.24835
-0.504761	4.24103
-0.514832	4.2334
-0.526306	4.22607
-0.539001	4.21875
-0.551575	4.21173
-0.562195	4.20502
-0.569824	4.198
-0.574463	4.19098
-0.57782	4.18396
-0.581177	4.17725
-0.584534	4.17053
-0.587219	4.16351
-0.588867	4.15619
-0.589172	4.14825
-0.588867	4.1394
-0.588501	4.12933
-0.588745	4.11804
-0.589233	4.10645
-0.589844	4.09485
-0.590271	4.08356
-0.590393	4.07318
-0.588623	4.06372
-0.583313	4.05518
-0.572266	4.04755
-0.55127	4.04053
-0.514099	4.03412
-0.454468	4.02832
-0.368835	4.02344
-0.257935	4.01886
-0.124268	4.01459
0.0281372	4.01001
0.194885	4.00513
0.368042	4.00055
0.538879	3.99597
0.700134	3.992
0.848022	3.98773
0.980896	3.98315
1.09784	3.97888
1.19849	3.97491
1.28522	3.97095
1.35999	3.96759
1.42303	3.96454
1.47272	3.96179
1.50989	3.95905
1.53546	3.95691
1.5517	3.95569
1.55798	3.95508
1.5542	3.95447
1.54156	3.95294
1.52148	3.94989
1.49402	3.94531
1.45917	3.93951
1.4173	3.9328
1.37036	3.92548
1.31842	3.91846
1.26129	3.91144
1.19885	3.90472
1.13184	3.89832
1.06183	3.89191
0.990112	3.88519
0.917175	3.87817
0.841553	3.87115
0.760742	3.86414
0.674744	3.85712
0.585693	3.8501
0.496338	3.84338
0.407532	3.83698
0.319702	3.83057
0.233521	3.82446
0.150818	3.81836
0.0731201	3.81287
-0.00012207	3.80676
-0.0704346	3.80035
-0.138611	3.79333
-0.203735	3.78662
-0.263367	3.77991
-0.31665	3.77289
-0.363281	3.76617
-0.40332	3.75916
-0.436523	3.75244
-0.463806	3.74603
-0.486938	3.73962
-0.507629	3.73322
-0.526489	3.72681
-0.542236	3.72101
-0.553589	3.71521
-0.55957	3.70911
-0.558777	3.70239
-0.550964	3.69537
-0.536255	3.68805
-0.516235	3.68073
-0.493408	3.6731
-0.469482	3.66547
-0.444702	3.65784
-0.419128	3.6499
-0.392334	3.64258
-0.36499	3.63495
-0.337952	3.62793
-0.31189	3.62061
-0.287598	3.61359
-0.266541	3.60657
-0.248596	3.59894
-0.233643	3.5907
-0.220825	3.58185
-0.210571	3.57269
-0.203125	3.56384
-0.198486	3.55499
-0.19635	3.54614
-0.197144	3.53668
-0.201355	3.52753
-0.208374	3.51837
-0.216431	3.50952
-0.225098	3.50006
-0.234192	3.4903
-0.244324	3.47992
-0.255066	3.46863
-0.266724	3.45673
-0.27948	3.44391
-0.293091	3.4314
-0.307373	3.41919
-0.321777	3.40759
-0.335999	3.39691
-0.350403	3.38745
-0.364197	3.37921
-0.378479	3.37189
-0.393311	3.36456
-0.409302	3.35693
-0.425842	3.34869
-0.442261	3.33954
-0.458008	3.32977
-0.472717	3.32001
-0.486145	3.31024
-0.499084	3.30139
-0.51123	3.29285
-0.5224	3.28461
-0.531799	3.27515
-0.539734	3.26508
-0.546753	3.255
-0.553833	3.24585
-0.560913	3.23761
-0.568542	3.22968
-0.575806	3.22174
-0.582153	3.21381
-0.586975	3.20587
-0.591125	3.19824
-0.594604	3.19092
-0.596924	3.1839
-0.596985	3.17688
-0.595642	3.16956
-0.591736	3.16254
-0.582153	3.15552
-0.560242	3.1488
-0.519958	3.1424
-0.45697	3.13599
-0.369324	3.12927
-0.258057	3.12195
-0.125793	3.11401
0.0241699	3.10547
0.187866	3.09631
0.359558	3.08777
0.530273	3.07922
0.692261	3.07129
0.840027	3.06427
0.972168	3.05786
1.08923	3.05206
1.19202	3.04596
1.2807	3.03955
1.35559	3.03345
1.41785	3.02734
1.4696	3.02185
1.51202	3.01636
1.54456	3.01117
1.56561	3.00568
1.57416	3.00018
1.57092	2.99438
1.55872	2.98859
1.54102	2.98279
1.51898	2.97699
1.49109	2.97089
1.45587	2.96448
1.41351	2.95807
1.36554	2.95135
1.31213	2.94464
1.25336	2.93823
1.18994	2.93182
1.12384	2.92542
1.05542	2.91901
0.984131	2.91229
0.908325	2.90558
0.828308	2.89886
0.745239	2.89246
0.66156	2.88605
0.578003	2.87872
0.494263	2.87109
0.4104	2.86255
0.327332	2.85278
0.245422	2.8421
0.165344	2.82928
0.0872192	2.81555
0.0119629	2.80151
-0.0600586	2.78839
-0.12854	2.77679
-0.192871	2.76581
-0.251953	2.75482
-0.305359	2.74445
-0.352356	2.73407
-0.392883	2.7243
-0.427551	2.71515
-0.457214	2.7066
-0.481506	2.69836
-0.499512	2.69043
-0.511108	2.6828
-0.518005	2.67365
-0.521851	2.66205
-0.523499	2.64832
-0.521606	2.63428
-0.514404	2.62146
-0.501343	2.61017
-0.483276	2.59949
-0.461792	2.58942
-0.437866	2.57965
-0.412476	2.5708
-0.387146	2.56195
-0.362732	2.55341
-0.339233	2.54364
-0.316223	2.53357
-0.294495	2.52228
-0.275085	2.51129
-0.259399	2.50031
-0.247009	2.48993
-0.237671	2.47955
-0.229797	2.46948
-0.2229	2.45972
-0.217346	2.44965
-0.2146	2.43896
-0.214844	2.42737
-0.217529	2.41486
-0.221497	2.40265
-0.226624	2.39136
-0.232666	2.38068
-0.239807	2.37122
-0.248413	2.36237
-0.259583	2.35443
-0.273376	2.34711
-0.289673	2.33948
-0.306946	2.3288
-0.324707	2.31323
-0.342834	2.29279
-0.362183	2.27081
-0.382385	2.25098
-0.402283	2.23389
-0.420837	2.21832
-0.43866	2.20276
-0.456238	2.18719
-0.473694	2.17316
-0.490234	2.16125
-0.506348	2.15149
-0.522522	2.14203
-0.539246	2.1283
-0.556274	2.10754
-0.573975	2.07825
-0.591736	2.04376
-0.608582	2.00684
-0.623291	1.96869
-0.635559	1.92993
-0.645874	1.88995
-0.655396	1.84967
-0.664246	1.80878
-0.672363	1.76819
-0.678833	1.72974
-0.685608	1.69556
-0.69873	1.66718
-0.721436	1.6452
-0.751831	1.62811
-0.78241	1.61469
-0.807068	1.6037
-0.8255	1.59393
-0.83905	1.58508
-0.849365	1.57654
-0.856018	1.5683
-0.858032	1.56006
-0.852478	1.55121
-0.834961	1.54144
-0.799438	1.53076
-0.741211	1.51978
-0.657043	1.50879
-0.546875	1.4975
-0.412292	1.48621
-0.256897	1.47522
-0.0861816	1.46484
0.0915527	1.45477
0.268005	1.44531
0.436157	1.43646
0.592834	1.42792
0.736206	1.41998
0.864807	1.41266
0.977783	1.40625
1.07599	1.40045
1.16119	1.39526
1.2345	1.39038
1.29572	1.38519
1.34454	1.38
1.38159	1.37482
1.40765	1.36993
1.42352	1.36475
1.43054	1.35925
1.42987	1.35223
1.42188	1.34369
1.40576	1.33392
1.38141	1.32324
1.34918	1.31256
1.31097	1.30188
1.26715	1.2915
1.21741	1.28174
1.16156	1.27258
1.10034	1.26465
1.03491	1.25732
0.96637	1.25031
0.894775	1.24359
0.819946	1.23688
0.741821	1.23016
0.661133	1.22345
0.578796	1.21735
0.495728	1.21216
0.412048	1.20697
0.328125	1.20026
0.243835	1.18835
0.159485	1.17004
0.0758667	1.14655
-0.00537109	1.12122
-0.0834351	1.0965
-0.158447	1.07391
-0.230103	1.05316
-0.295166	1.03485
-0.347961	1.01776
-0.38678	1.00159
-0.414551	0.985718
-0.43634	0.968933
-0.454834	0.950623
-0.47052	0.931091
-0.483826	0.910645
-0.494934	0.890503
-0.502991	0.872192
-0.506653	0.855103
-0.505676	0.839539
-0.500305	0.82489
-0.491272	0.811157
-0.478455	0.798035
-0.462097	0.784607
-0.442139	0.771484
-0.419434	0.758972
-0.393738	0.747375
-0.366089	0.736694
-0.337341	0.726318
-0.309387	0.716248
-0.283264	0.705566
-0.259155	0.693359
-0.237244	0.680237
-0.218506	0.666504
-0.202942	0.653381
-0.19104	0.640869
-0.181763	0.628967
-0.174927	0.617371
-0.170654	0.605469
-0.169861	0.592651
-0.173401	0.575867
-0.180786	0.551758
-0.189941	0.519104
-0.200012	0.482788
-0.211609	0.448303
-0.226196	0.419006
-0.243896	0.394287
-0.263062	0.371704
-0.281921	0.350342
-0.300232	0.32959
-0.318542	0.309448
-0.337402	0.289612
-0.35675	0.270386
-0.377014	0.252991
-0.398499	0.237427
-0.420898	0.222473
-0.443176	0.204163
-0.464844	0.177307
-0.48645	0.141602
-0.508728	0.101013
-0.530273	0.0616455
-0.549988	0.0259399
-0.566711	-0.00823975
-0.581299	-0.0445557
-0.595154	-0.0820923
-0.608704	-0.118103
-0.621887	-0.14801
-0.634521	-0.171509
-0.646362	-0.189819
-0.658386	-0.206299
-0.67041	-0.221863
-0.682129	-0.236816
-0.692261	-0.250549
-0.700562	-0.262756
-0.707092	-0.274658
-0.712891	-0.286865
-0.718201	-0.298767
-0.72229	-0.309753
-0.723877	-0.319519
-0.72345	-0.328064
-0.721985	-0.336914
-0.720642	-0.34729
-0.71936	-0.359497
-0.71759	-0.37323
-0.7146	-0.387878
-0.710632	-0.401917
-0.705688	-0.415344
-0.700439	-0.428467
-0.695313	-0.441284
-0.690552	-0.453186
-0.686096	-0.464783
-0.681396	-0.476379
-0.676453	-0.490112
-0.671082	-0.508118
-0.665344	-0.531311
-0.658325	-0.559998
-0.647766	-0.592957
-0.632874	-0.627136
-0.614563	-0.65918
-0.596069	-0.68573
-0.580383	-0.706482
-0.568054	-0.722656
-0.557373	-0.734863
-0.547424	-0.743713
-0.538025	-0.749512
-0.53009	-0.753174
-0.522888	-0.756226
-0.514709	-0.759888
-0.505249	-0.765076
-0.495972	-0.77179
-0.486633	-0.779419
-0.474487	-0.786743
-0.454834	-0.793762
-0.421936	-0.801392
-0.370361	-0.809937
-0.294434	-0.820313
-0.190002	-0.83252
-0.0566406	-0.846558
0.102539	-0.861511
0.28064	-0.87738
0.468689	-0.893555
0.656799	-0.910034
0.836792	-0.926514
1.00122	-0.943909
1.14539	-0.962219
1.26843	-0.982056
1.37286	-1.00372
1.46271	-1.02783
1.54083	-1.05377
1.60736	-1.07971
1.66254	-1.10474
1.70593	-1.12823
1.73865	-1.15143
1.76105	-1.17401
1.7735	-1.19476
1.77539	-1.21277
1.76746	-1.22711
1.7511	-1.23871
1.72803	-1.24847
1.69788	-1.25732
1.65961	-1.26526
1.61334	-1.27319
1.56097	-1.28143
1.50464	-1.29059
1.44513	-1.30066
1.38171	-1.31195
1.31415	-1.32477
1.24323	-1.33942
1.17041	-1.35529
1.09625	-1.37146
1.01892	-1.38763
0.933533	-1.40259
0.839294	-1.41724
0.739014	-1.43158
0.638855	-1.44623
0.542236	-1.46149
0.448853	-1.47766
0.357605	-1.49536
0.26886	-1.51581
0.183655	-1.539
0.103149	-1.56525
0.0276489	-1.59363
-0.043335	-1.62445
-0.110779	-1.65771
-0.175415	-1.69281
-0.237488	-1.7276
-0.295471	-1.75995
-0.347839	-1.78711
-0.393005	-1.80817
-0.430298	-1.82465
-0.460693	-1.83929
-0.485962	-1.85394
-0.50647	-1.8692
-0.521667	-1.88568
-0.530518	-1.90491
-0.532959	-1.92871
-0.529114	-1.95831
-0.519348	-1.99188
-0.503967	-2.02606
-0.484253	-2.0575
-0.460999	-2.08618
-0.434509	-2.11304
-0.403564	-2.13989
-0.365662	-2.16827
-0.320618	-2.1991
-0.27179	-2.23358
-0.224304	-2.26959
-0.181824	-2.30408
-0.144653	-2.33643
-0.111389	-2.36694
-0.0817871	-2.39807
-0.0560303	-2.43347
-0.0338745	-2.47528
-0.015625	-2.52563
-0.00183105	-2.58606
0.00622559	-2.6593
0.0090332	-2.74506
0.00769043	-2.84027
0.00268555	-2.9361
-0.00585938	-3.02551
-0.0183716	-3.10699
-0.0351563	-3.18359
-0.055542	-3.25897
-0.0788574	-3.33344
-0.10321	-3.40759
-0.127625	-3.48236
-0.152222	-3.55652
-0.177917	-3.62793
-0.204773	-3.69446
-0.232544	-3.75488
-0.26062	-3.80951
-0.288452	-3.85773
-0.315796	-3.89771
-0.343567	-3.92914
-0.371765	-3.95325
-0.400818	-3.97308
-0.429382	-3.99139
-0.456787	-4.00818
-0.483582	-4.02466
-0.510132	-4.04266
-0.535278	-4.06372
-0.558167	-4.08844
-0.577637	-4.11957
-0.594543	-4.15863
-0.609131	-4.20837
-0.621887	-4.27155
-0.633972	-4.34875
-0.646912	-4.43451
-0.660583	-4.51813
-0.674438	-4.58862
-0.687439	-4.64203
-0.699768	-4.67987
-0.712036	-4.70703
-0.72345	-4.72809
-0.732239	-4.74823
-0.737549	-4.77264
-0.740051	-4.8056
-0.741394	-4.84924
-0.742859	-4.90143
-0.745056	-4.95758
-0.748108	-5.0119
-0.751282	-5.06134
-0.753296	-5.10559
-0.753601	-5.14496
-0.75177	-5.17944
-0.749084	-5.20844
-0.745972	-5.23163
-0.744141	-5.24963
-0.743835	-5.26459
-0.745056	-5.27893
-0.746765	-5.29358
-0.747925	-5.30823
-0.747253	-5.32318
-0.74469	-5.33722
-0.740723	-5.35004
-0.73645	-5.36072
-0.732239	-5.36896
-0.72937	-5.37415
-0.728027	-5.37628
-0.727539	-5.37537
-0.726013	-5.37231
-0.722168	-5.36743
-0.716675	-5.36194
-0.711243	-5.35522
-0.706421	-5.34821
-0.702454	-5.34088
-0.697876	-5.33356
-0.690979	-5.32623
-0.679016	-5.31921
-0.65863	-5.3125
-0.62439	-5.30609
-0.569763	-5.30029
-0.488525	-5.2951
-0.377869	-5.29114
-0.238403	-5.28809
-0.0744019	-5.28656
0.106995	-5.28656
0.295227	-5.28931
0.478821	-5.29541
0.64563	-5.3064
0.789673	-5.3244
0.911499	-5.34882
1.01678	-5.37628
1.11084	-5.40161
1.19458	-5.42297
1.26599	-5.44098
1.3244	-5.45715
1.37109	-5.4715
1.4079	-5.4834
1.43536	-5.49255
1.45233	-5.49927
1.45856	-5.50354
1.45538	-5.50598
1.4447	-5.5072
1.42786	-5.5072
1.40503	-5.50568
1.37714	-5.50385
1.34406	-5.50171
1.30573	-5.49988
1.26208	-5.49805
1.21423	-5.49561
1.164	-5.49225
1.11212	-5.48828
1.05829	-5.48401
1.00238	-5.47974
0.943909	-5.47485
0.882874	-5.46967
0.818604	-5.46448
0.751892	-5.45929
0.684387	-5.4538
0.617798	-5.44861
0.551453	-5.44342
0.484192	-5.43823
0.415771	-5.43335
0.346863	-5.42847
0.277893	-5.42358
0.209656	-5.41809
0.1427	-5.41229
0.0778198	-5.40649
0.0150757	-5.4007
-0.0462646	-5.39459
-0.106323	-5.3891
-0.16333	-5.38361
-0.21521	-5.37903
-0.260315	-5.37506
-0.298645	-5.37109
-0.33075	-5.36682
-0.357422	-5.36194
-0.378052	-5.35645
-0.392883	-5.35004
-0.402222	-5.34271
-0.406189	-5.33417
-0.404846	-5.3244
-0.398071	-5.31403
-0.385986	-5.30457
-0.368958	-5.29663
-0.347534	-5.29083
-0.322327	-5.28809
-0.294128	-5.28809
-0.263977	-5.29022
-0.232239	-5.29419
-0.200073	-5.29724
-0.167664	-5.29846
-0.13678	-5.29724
-0.108398	-5.29419
-0.083313	-5.28992
-0.0610962	-5.28473
-0.0412598	-5.27863
-0.0241089	-5.27191
-0.0101929	-5.26459
0.000183105	-5.25696
0.00744629	-5.24872
0.0117798	-5.24078
0.0126343	-5.23254
0.00933838	-5.22461
0.0020752	-5.21667
-0.00756836	-5.20905
-0.0185547	-5.20172
-0.0309448	-5.19409
-0.0457764	-5.18616
-0.0621948	-5.17761
-0.0789185	-5.16907
-0.093689	-5.16083
-0.109436	-5.1532
-0.128601	-5.14618
-0.153748	-5.13977
-0.182556	-5.13489
-0.211792	-5.13092
-0.23938	-5.13123
-0.265564	-5.16693
-0.291138	-5.28198
-0.317505	-5.50171
-0.345398	-5.80322
-0.374634	-6.12518
-0.403748	-6.41541
-0.431519	-6.65192
-0.456665	-6.83868
-0.480042	-6.98853
-0.501892	-7.11792
-0.523376	-7.23816
-0.544373	-7.3526
-0.564575	-7.45575
-0.583313	-7.5412
-0.600586	-7.60742
-0.616333	-7.6535
-0.631042	-7.67151
-0.64502	-7.65381
-0.658508	-7.60345
-0.671082	-7.54303
-0.682373	-7.50122
-0.691895	-7.4939
-0.700134	-7.51526
-0.70752	-7.54822
-0.714233	-7.57874
-0.719727	-7.60193
-0.723083	-7.61871
-0.724854	-7.63031
-0.726685	-7.63733
-0.729553	-7.64069
-0.733459	-7.64069
-0.736206	-7.63763
-0.736816	-7.63214
-0.735046	-7.62512
-0.732727	-7.61627
-0.731995	-7.60651
-0.732788	-7.59583
-0.733215	-7.58484
-0.731873	-7.57355
-0.72821	-7.56165
-0.72345	-7.54944
-0.71814	-7.53693
-0.713074	-7.52441
-0.708496	-7.5119
-0.704651	-7.49908
-0.70105	-7.48657
-0.698303	-7.47375
-0.695984	-7.46063
-0.692993	-7.44751
-0.687988	-7.43469
-0.680847	-7.42157
-0.672058	-7.40875
-0.660889	-7.39594
-0.644348	-7.38312
-0.618652	-7.37
-0.579041	-7.35718
-0.520447	-7.34467
-0.437256	-7.33215
-0.325867	-7.31995
-0.186951	-7.30743
-0.027832	-7.29492
0.140442	-7.28241
0.307983	-7.26959
0.467896	-7.25708
0.617065	-7.24426
0.753845	-7.23175
0.877319	-7.21893
0.98645	-7.20642
1.08032	-7.19391
1.15875	-7.1817
1.22357	-7.16919
1.27722	-7.15698
1.32111	-7.14447
1.35504	-7.13196
1.37836	-7.11914
1.39319	-7.10663
1.40332	-7.09412
1.40924	-7.08191
1.40894	-7.0697
1.39941	-7.0575
1.38129	-7.04498
1.35724	-7.03278
1.32849	-7.02026
1.29614	-7.00806
1.26025	-6.99615
1.22113	-6.98395
1.1781	-6.97174
1.13147	-6.95953
1.08191	-6.94733
1.03107	-6.93481
0.979309	-6.92261
0.926086	-6.9104
0.870239	-6.8985
0.811523	-6.8869
0.750549	-6.875
0.688538	-6.8631
0.626099	-6.8512
0.563232	-6.83899
0.499023	-6.82678
0.433228	-6.81488
0.367126	-6.80328
0.302185	-6.79169
0.239441	-6.77979
0.178772	-6.76788
0.120361	-6.75598
0.0656738	-6.74438
0.015686	-6.73309
-0.0293579	-6.72211
-0.0703735	-6.71051
-0.106567	-6.69891
-0.137878	-6.68732
-0.164124	-6.67572
-0.185791	-6.66412
-0.203247	-6.65253
-0.216431	-6.64063
-0.224731	-6.62903
-0.227783	-6.61774
-0.225342	-6.60645
-0.216492	-6.59515
-0.199219	-6.58356
-0.172363	-6.57227
-0.137207	-6.56067
-0.0984497	-6.54938
-0.0596313	-6.53809
-0.0221558	-6.52679
0.0142212	-6.5152
0.0488281	-6.50391
0.0806885	-6.49261
0.109131	-6.48132
0.134888	-6.47034
0.158752	-6.45935
0.180908	-6.44806
0.200317	-6.43677
0.216064	-6.42548
0.228027	-6.41449
0.236816	-6.4032
0.242554	-6.39191
0.244263	-6.38062
0.238525	-6.36932
0.223145	-6.35834
0.199463	-6.34705
0.172729	-6.33606
0.148254	-6.32477
0.127808	-6.31378
0.109924	-6.30249
0.09198	-6.2915
0.0735474	-6.28082
0.0556641	-6.26984
0.0377808	-6.25946
0.0189819	-6.24908
-0.00170898	-6.23871
-0.0224609	-6.22803
-0.041687	-6.21735
-0.0604248	-6.20636
-0.0808105	-6.19507
-0.103638	-6.18408
-0.128174	-6.1731
-0.153442	-6.16272
-0.179626	-6.15265
-0.205811	-6.14258
-0.230713	-6.1322
-0.253357	-6.12152
-0.274719	-6.11084
-0.296326	-6.10016
-0.318848	-6.08917
-0.341003	-6.07849
-0.361755	-6.06812
-0.380676	-6.05774
-0.39856	-6.04736
-0.415894	-6.03729
-0.433167	-6.02661
-0.450134	-6.01593
-0.46637	-6.00555
-0.481323	-5.99518
-0.494934	-5.9848
-0.506897	-5.97443
-0.517761	-5.96405
-0.528381	-5.95398
-0.539246	-5.9436
-0.5495	-5.93323
-0.557861	-5.92285
-0.564087	-5.91248
-0.569397	-5.9021
-0.574585	-5.89203
-0.579834	-5.88196
-0.584229	-5.87219
-0.587524	-5.86182
-0.588989	-5.85175
-0.588867	-5.84167
-0.587341	-5.8316
-0.586182	-5.82153
-0.586182	-5.81116
-0.587219	-5.80078
-0.587402	-5.79102
-0.586548	-5.78125
-0.584656	-5.77148
-0.582886	-5.76172
-0.580811	-5.75165
-0.578125	-5.74158
-0.57489	-5.7312
-0.570557	-5.72113
-0.564148	-5.71136
-0.55304	-5.7016
-0.532532	-5.69183
-0.49707	-5.68176
-0.440308	-5.672
-0.359009	-5.66254
-0.252869	-5.65308
-0.126282	-5.64362
0.0133667	-5.63385
0.157288	-5.62408
0.298645	-5.61401
0.432739	-5.60425
0.556763	-5.59418
0.669189	-5.58441
0.770325	-5.57495
0.860596	-5.56549
0.94043	-5.55573
1.0094	-5.54626
1.06757	-5.5365
1.11566	-5.52734
1.15411	-5.51788
1.1825	-5.50842
1.20154	-5.49927
1.21198	-5.49011
1.21521	-5.48035
1.21149	-5.47058
1.20068	-5.46112
1.18323	-5.45135
1.16077	-5.4422
1.13556	-5.43274
1.10901	-5.42297
1.08057	-5.41321
1.04822	-5.40314
1.01074	-5.39398
0.969971	-5.38483
0.927856	-5.37598
0.885193	-5.36682
0.841125	-5.35767
0.794312	-5.34851
0.743347	-5.33905
0.688293	-5.3299
0.630737	-5.32074
0.573059	-5.31158
0.516052	-5.30243
0.458557	-5.29297
0.399475	-5.28412
0.339722	-5.27496
0.280334	-5.26581
0.22229	-5.25635
0.165833	-5.2475
0.111145	-5.23865
0.0576782	-5.2298
0.00500488	-5.22064
-0.0465698	-5.21149
-0.0958252	-5.20203
-0.141418	-5.19318
-0.181702	-5.18402
-0.216064	-5.17517
-0.243713	-5.16602
-0.265137	-5.15686
-0.280212	-5.14771
-0.289612	-5.13885
-0.294006	-5.13
